path,isim_ae,iou_ae,isim_pose,iou_pose,isim_car_and_pose,iou_car_and_pose,isim_car_and_pose_and_background,iou_car_and_pose_and_background
avana-sunnyvale/IMG_1527.JPEG,0.6535399,0.36854321570478776,0.5683075,0.0,0.56052685,0.0,0.55083513,0.0
santa-clara-square-rooftop/IMG_2791.JPEG,0.66893744,0.2969907671264106,0.5926555,0.0,0.5504958,0.0,0.56115085,0.0
santa-clara-square-rooftop/IMG_2770.JPEG,0.7443603,0.5790493968983343,0.7020086,0.0,0.5461472,0.0,0.6621965,0.0
avana-sunnyvale/IMG_1213.JPEG,0.66981083,0.3439095946973813,0.7187097,0.0,0.56862736,0.0,0.5892313,0.0
avana-sunnyvale/IMG_1183.JPEG,0.66388524,0.3398609501738123,0.74079055,0.0,0.520635,0.0,0.5765671,0.0
santa-clara-square-rooftop/IMG_2484.JPEG,0.7231687,0.5,0.61985856,0.0,0.63824993,0.0,0.61208236,0.0
avana-sunnyvale/IMG_0618.JPEG,0.6528041,0.3124769151215188,0.5740706,0.6316578279916993,0.50986505,0.0,0.53311175,0.0
avana-sunnyvale/IMG_1007.JPEG,0.73357403,0.38397718434016076,0.634644,0.0,0.5591099,0.0,0.61794317,0.0
avana-sunnyvale/IMG_1051.JPEG,0.7170817,0.2187208651873951,0.65644073,0.0,0.5785208,0.0,0.61300087,0.0
avana-sunnyvale/IMG_1041.JPEG,0.6543951,0.3419300833100809,0.7714739,0.0,0.51336485,0.0,0.5785345,0.0
avana-sunnyvale/IMG_0746.JPEG,0.67320764,0.4090888119953864,0.76105094,0.8458680638247201,0.52846533,0.0,0.5878866,0.0
santa-clara-square-rooftop/IMG_2645.JPEG,0.6732733,0.6591641865079365,0.76865333,0.0,0.5504542,0.0,0.55482954,0.0
avana-sunnyvale/IMG_0533.JPEG,0.6846428,0.5782913353995418,0.6844057,0.9433731999023676,0.5202378,0.0,0.668183,0.5374622568639843
avana-sunnyvale/IMG_1308.JPEG,0.7359454,0.3435187017613299,0.70243996,0.0,0.5657969,0.0,0.669634,0.0
avana-sunnyvale/IMG_0743.JPEG,0.73750865,0.30147829911031426,0.6573104,0.0,0.51917404,0.0,0.63393414,0.0
